2018-07-01T03:04:01.39,703500.0,703500.0,703400.0,1.38,0.05,1955.23866601,1673.06470995,5510.76303456
2018-07-01T03:04:58.75,703581.0,703581.0,703500.0,0.0007324,0.013,1953.61613371,1683.37120488,5503.49684585
2018-07-01T03:05:59.8,703731.0,703995.0,703731.0,0.0100324,0.0094724,1950.52910505,1683.54464417,5502.29649858
2018-07-01T03:06:59.443,704019.0,704047.0,703947.0,0.0100324,0.01,1954.71595143,1683.81219802,5504.78907362
2018-07-01T03:07:59.303,704047.0,704047.0,703996.0,3.24e-05,0.4153,1949.78124704,1678.14516763,5499.48147097
2018-07-01T03:08:59.057,704098.0,704098.0,703999.0,0.124659,0.06,1953.5308213,1681.73564902,5499.29087177
2018-07-01T03:09:59.51,704099.0,704145.0,704049.0,0.08258142,0.4503,1952.4766623,1679.83664938,5499.16408733
2018-07-01T03:10:58.763,704459.0,704459.0,704309.0,0.12458847,1.0011,1945.08318688,1680.08344907,5500.19168072
2018-07-01T03:11:59.327,704500.0,704498.0,704251.0,0.48,0.0100329,1950.41817528,1679.89214917,5500.70364912
2018-07-01T03:12:59.263,704515.0,704567.0,704400.0,0.0100324,0.04,1946.78993962,1678.39226614,5501.52145696
2018-07-01T03:13:59.533,704761.0,704879.0,704767.0,0.0100324,0.4382,1945.21538327,1679.78888986,5499.4448502
2018-07-01T03:14:59.517,705380.0,705451.0,705187.0,0.0100324,0.0100329,1947.11095786,1673.99368962,5502.53411854
2018-07-01T03:15:59.27,704803.0,704827.0,704803.0,0.0005324,0.0002,1945.5296607,1673.15926592,5505.18657001
2018-07-01T03:16:59.02,704879.0,704931.0,704879.0,0.0100324,0.001,1948.56066156,1676.16446589,5502.8493946
2018-07-01T03:17:59.087,704680.0,704680.0,704511.0,0.759,3.29e-05,1950.6352548,1672.22704911,5505.12004635
2018-07-01T03:18:58.95,704467.0,704510.0,704467.0,0.4999671,0.001,1907.08995933,1676.44118089,5504.39588295
